"Gene","differential expression tissue","differential expression P-value","used in regulatory network reconstruction?","estimated regulatory direction","social connectivity","phylostrata category","SwissProt ID","constraint"
"LOC105829350",NA,NA,1.75494765484453e-15,NA,NA,"worker larva","no","307658:004295"
"LOC105829351",NA,NA,0.0202290383516168,NA,NA,"worker larva","no","307658:004c6b"
"LOC105829352",NA,NA,0.000558581566958947,NA,NA,"worker larva","no","307658:00449b"
"LOC105829353",NA,NA,1.59065920592947e-11,NA,NA,"worker larva","no","307658:0020f9"
"LOC105829354",NA,NA,0.00809335775887211,NA,NA,"worker larva","no","307658:004f33"
"LOC105829356","larva → nurse abdomen","CG",3.98854116810736e-27,"larv",0.238394718164716,"worker larva","yes","307658:00489d"
"LOC105829356","larva → nurse head","CH",3.98854116810736e-27,"larv",0.285288299302086,"worker larva","yes","307658:00489d"
"LOC105829357","nurse head → larva","CH",0.0014598832979321,"nurse",0.171047596083877,"nurse head","yes","307658:0044cb"
"LOC105829357",NA,NA,3.82568595945788e-09,NA,NA,"worker larva","no","307658:0044cb"
"LOC105829357","nurse abdomen → larva","CG",0.0117993074120295,"nurse",0.0807366745855483,"nurse abdomen","yes","307658:0044cb"
"LOC105829360",NA,NA,3.61950956135333e-09,NA,NA,"worker larva","no","307658:00496a"
"LOC105829361",NA,NA,9.79278222013772e-07,NA,NA,"worker larva","no","307658:004cbc"
"LOC105829362",NA,NA,0.000144034401950857,NA,NA,"worker larva","no",NA
"LOC105829365",NA,NA,6.44919430801268e-10,NA,NA,"worker larva","no","307658:0041f9"
"LOC105829367",NA,NA,0.00029985131165238,NA,NA,"worker larva","no","307658:004870"
"LOC105829367","nurse abdomen → larva","CG",0.0350335826982097,"nurse",0.0792388756295719,"nurse abdomen","yes","307658:004870"
"LOC105829368",NA,NA,7.9132760620963e-13,NA,NA,"worker larva","no","307658:002fc9"
"LOC105829369",NA,NA,0.00489530618443664,NA,NA,"worker larva","no","307658:00369f"
"LOC105829370",NA,NA,5.36687525323539e-08,NA,NA,"worker larva","no","307658:0036a0"
"LOC105829372",NA,NA,0.0498153554551795,NA,NA,"nurse head","no","307658:004a9a"
"LOC105829372",NA,NA,7.35502880958194e-12,NA,NA,"worker larva","no","307658:004a9a"
"LOC105829373",NA,NA,1.33028720465709e-05,NA,NA,"worker larva","no","307658:003e43"
"LOC105829374",NA,NA,9.98399993831382e-08,NA,NA,"worker larva","no","307658:003e44"
"LOC105829376",NA,NA,6.53574707725126e-10,NA,NA,"worker larva","no",NA
"LOC105829378",NA,NA,0.00362299009283839,NA,NA,"worker larva","no","307658:003459"
"LOC105829379","nurse head → larva","CH",0.000851264144588526,"nurse",0.100221732249457,"nurse head","yes","307658:00345a"
"LOC105829381",NA,NA,0.000382024529289474,NA,NA,"worker larva","no","307658:003b20"
"LOC105829382",NA,NA,4.43568095039876e-08,NA,NA,"worker larva","no","307658:0040c2"
"LOC105829383","larva → nurse abdomen","CG",1.95983011627678e-23,"larv",0.150826176347572,"worker larva","yes","307658:00076d"
"LOC105829383","larva → nurse head","CH",1.95983011627678e-23,"larv",0.140513585671314,"worker larva","yes","307658:00076d"
"LOC105829383","nurse head → larva","CH",0.0115797855576673,"nurse",0.0937195614686984,"nurse head","yes","307658:00076d"
"LOC105829386",NA,NA,0.00620579615447209,NA,NA,"worker larva","no","307658:000511"
"LOC105829387",NA,NA,0.0277559366186025,NA,NA,"worker larva","no","307658:002538"
"LOC105829388",NA,NA,0.00748453263722757,NA,NA,"worker larva","no",NA
"LOC105829389","larva → nurse head","CH",1.90303555622425e-44,"larv",0.157869532292482,"worker larva","yes","307658:001a4e"
"LOC105829389","larva → nurse abdomen","CG",1.90303555622425e-44,"larv",0.351812341445377,"worker larva","yes","307658:001a4e"
"LOC105829390","nurse head → larva","CH",0.000884659910679651,"nurse",0.0675361323794092,"nurse head","yes","307658:0046b6"
"LOC105829390",NA,NA,0.0372512030889473,NA,NA,"worker larva","no","307658:0046b6"
"LOC105829391",NA,NA,0.0472272246228682,NA,NA,"worker larva","no","307658:0046b7"
"LOC105829391",NA,NA,0.0287121886251388,NA,NA,"nurse head","no","307658:0046b7"
"LOC105829391",NA,NA,0.0462270880284554,NA,NA,"nurse abdomen","no","307658:0046b7"
"LOC105829392",NA,NA,4.95225291693456e-05,NA,NA,"worker larva","no","307658:0046b8"
"LOC105829396",NA,NA,0.00487716902701827,NA,NA,"worker larva","no","307658:0033e2"
"LOC105829397",NA,NA,0.00015946603718315,NA,NA,"worker larva","no","307658:003d94"
"LOC105829397",NA,NA,0.039319415310023,NA,NA,"nurse head","no","307658:003d94"
"LOC105829397","nurse abdomen → larva","CG",0.00476854283866635,"nurse",0.0627936510810802,"nurse abdomen","yes","307658:003d94"
"LOC105829398",NA,NA,7.23868015593838e-06,NA,NA,"worker larva","no","307658:00442e"
"LOC105829398",NA,NA,0.0286008035966911,NA,NA,"nurse head","no","307658:00442e"
"LOC105829399",NA,NA,0.000108508294185961,NA,NA,"worker larva","no","307658:004a74"
"LOC105829400",NA,NA,0.000128140972156165,NA,NA,"nurse head","no","307658:004a75"
"LOC105829400",NA,NA,0.0270361152615185,NA,NA,"worker larva","no","307658:004a75"
"LOC105829401",NA,NA,2.69831019471721e-05,NA,NA,"worker larva","no","307658:00224e"
"LOC105829403",NA,NA,3.39297274281454e-05,NA,NA,"worker larva","no","307658:004e45"
"LOC105829404",NA,NA,0.0359879523763995,NA,NA,"worker larva","no","307658:003a0f"
"LOC105829407",NA,NA,0.00012829465970789,NA,NA,"worker larva","no","307658:0047c1"
"LOC105829408","nurse abdomen → larva","CG",0.0111630832455773,"nurse",0.121433413746326,"nurse abdomen","yes","307658:002e7b"
"LOC105829408",NA,NA,0.00310339676260206,NA,NA,"worker larva","no","307658:002e7b"
"LOC105829408",NA,NA,0.0144672091610135,NA,NA,"nurse head","no","307658:002e7b"
"LOC105829409",NA,NA,0.0471953762839036,NA,NA,"nurse abdomen","no","307658:004662"
"LOC105829409","larva → nurse abdomen","CG",2.34684014586054e-50,"larv",0.160809567147315,"worker larva","yes","307658:004662"
"LOC105829409","larva → nurse head","CH",2.34684014586054e-50,"larv",0.189064541031089,"worker larva","yes","307658:004662"
"LOC105829410",NA,NA,1.57266121757795e-06,NA,NA,"worker larva","no","307658:002e7c"
"LOC105829412",NA,NA,0.0491627626359357,NA,NA,"nurse head","no","307658:003d68"
"LOC105829412",NA,NA,0.00537373885637681,NA,NA,"worker larva","no","307658:003d68"
"LOC105829413",NA,NA,1.62361867270822e-16,NA,NA,"worker larva","no","307658:00368c"
"LOC105829414",NA,NA,0.0480699733753465,NA,NA,"worker larva","no","307658:00368d"
"LOC105829415","nurse head → larva","CH",2.06967676729198e-06,"nurse",0.0916185811745098,"nurse head","yes","307658:000467"
"LOC105829415",NA,NA,9.10755735239556e-10,NA,NA,"worker larva","no","307658:000467"
"LOC105829416",NA,NA,0.00033447495789839,NA,NA,"worker larva","no","307658:001a45"
"LOC105829417",NA,NA,4.51056743597556e-12,NA,NA,"worker larva","no","307658:004663"
"LOC105829419",NA,NA,3.4677383106151e-07,NA,NA,"worker larva","no","307658:004664"
"LOC105829420",NA,NA,0.00565404254686516,NA,NA,"worker larva","no","307658:001a46"
"LOC105829421","larva → nurse abdomen","CG",9.50819426753481e-20,"larv",0.187071737356096,"worker larva","yes","307658:004d54"
"LOC105829421","larva → nurse head","CH",9.50819426753481e-20,"larv",0.230980011240095,"worker larva","yes","307658:004d54"
"LOC105829422",NA,NA,0.000879590183156035,NA,NA,"worker larva","no","307658:001a47"
"LOC105829423",NA,NA,2.39338779953122e-11,NA,NA,"worker larva","no","307658:003425"
"LOC105829423",NA,NA,0.037135893871936,NA,NA,"nurse head","no","307658:003425"
"LOC105829424","nurse head → larva","CH",0.00130342493606243,"nurse",0.198524612638534,"nurse head","yes","307658:003426"
"LOC105829424",NA,NA,8.32567801201806e-13,NA,NA,"worker larva","no","307658:003426"
"LOC105829428",NA,NA,0.000104215584394026,NA,NA,"worker larva","no","307658:0045ae"
"LOC105829429",NA,NA,0.00108629882429853,NA,NA,"worker larva","no","307658:0042d4"
"LOC105829433",NA,NA,0.0104688411586816,NA,NA,"worker larva","no","307658:003d51"
"LOC105829435","nurse head → larva","CH",0.00644300963601197,"nurse",0.179552295809607,"nurse head","yes",NA
"LOC105829435",NA,NA,0.0342804757144399,NA,NA,"worker larva","no",NA
"LOC105829436",NA,NA,8.65382545962136e-11,NA,NA,"worker larva","no",NA
"LOC105829437",NA,NA,0.0243314646623811,NA,NA,"nurse head","no","307658:004525"
"LOC105829437",NA,NA,6.05931786634416e-08,NA,NA,"worker larva","no","307658:004525"
"LOC105829439","larva → nurse head","CH",6.28801286902974e-19,"larv",0.175135419487471,"worker larva","yes","307658:004da3"
"LOC105829439","larva → nurse abdomen","CG",6.28801286902974e-19,"larv",0.198179837472048,"worker larva","yes","307658:004da3"
"LOC105829440",NA,NA,2.05664512283262e-08,NA,NA,"worker larva","no","307658:0039bb"
"LOC105829441",NA,NA,1.08934724366559e-11,NA,NA,"worker larva","no","307658:00028b"
"LOC105829442",NA,NA,0.0164881336893645,NA,NA,"worker larva","no","307658:002124"
"LOC105829443",NA,NA,0.000240895492548251,NA,NA,"worker larva","no","307658:0042b7"
"LOC105829444",NA,NA,6.10586176664797e-05,NA,NA,"worker larva","no","307658:0042b8"
"LOC105829444","nurse head → larva","CH",0.00855887196182078,"nurse",0.125916896532712,"nurse head","yes","307658:0042b8"
"LOC105829445",NA,NA,1.63147642922021e-06,NA,NA,"worker larva","no","307658:0048b0"
"LOC105829445",NA,NA,0.024024384363357,NA,NA,"nurse head","no","307658:0048b0"
"LOC105829446",NA,NA,4.82880677131173e-18,NA,NA,"worker larva","no","307658:004e06"
"LOC105829447",NA,NA,0.000691364896830092,NA,NA,"worker larva","no","307658:00284f"
"LOC105829448","nurse head → larva","CH",0.0118836413470543,"nurse",0.0912740997465598,"nurse head","yes","307658:00497a"
"LOC105829449","nurse abdomen → larva","CG",0.0246548708511698,"nurse",0.0791141357784178,"nurse abdomen","yes","307658:002f92"
"LOC105829449",NA,NA,8.8865467875331e-05,NA,NA,"worker larva","no","307658:002f92"
"LOC105829450",NA,NA,0.000110703809682232,NA,NA,"worker larva","no","307658:002f93"
"LOC105829453",NA,NA,6.44938359359801e-06,NA,NA,"worker larva","no","307658:000324"
"LOC105829455",NA,NA,4.66620908485603e-05,NA,NA,"worker larva","no","307658:003dee"
"LOC105829458",NA,NA,6.54874778075426e-14,NA,NA,"worker larva","no","307658:00445e"
"LOC105829459","larva → nurse head","CH",3.90112151933682e-40,"larv",0.157132207393021,"worker larva","yes","307658:004518"
"LOC105829459","larva → nurse abdomen","CG",3.90112151933682e-40,"larv",0.240948808885854,"worker larva","yes","307658:004518"
"LOC105829459",NA,NA,0.0375557378315484,NA,NA,"nurse head","no","307658:004518"
"LOC105829460","nurse head → larva","CH",0.0067816487072021,"nurse",0.103981952420895,"nurse head","yes","307658:004588"
"LOC105829460",NA,NA,3.23900947178667e-09,NA,NA,"worker larva","no","307658:004588"
"LOC105829461",NA,NA,3.54158952213691e-08,NA,NA,"worker larva","no","307658:004589"
"LOC105829462","nurse head → larva","CH",0.00164362274959533,"nurse",0.0866493279768246,"nurse head","yes","307658:004642"
"LOC105829462",NA,NA,0.0131779819040218,NA,NA,"worker larva","no","307658:004642"
"LOC105829463",NA,NA,1.16366427857983e-05,NA,NA,"worker larva","no","307658:004643"
"LOC105829464",NA,NA,1.1371617930958e-05,NA,NA,"worker larva","no","307658:004e9c"
"LOC105829465","nurse abdomen → larva","CG",0.00537880011120463,"nurse",0.0740358530717137,"nurse abdomen","yes","307658:0033bf"
"LOC105829465",NA,NA,8.40050435193644e-05,NA,NA,"worker larva","no","307658:0033bf"
"LOC105829465","nurse head → larva","CH",0.00275779300886718,"nurse",0.169915269547737,"nurse head","yes","307658:0033bf"
"LOC105829466","larva → nurse head","CH",9.64506333329482e-68,"larv",0.162356873357026,"worker larva","yes","307658:0026b9"
"LOC105829466","larva → nurse abdomen","CG",9.64506333329482e-68,"larv",0.152127494187859,"worker larva","yes","307658:0026b9"
"LOC105829467","nurse head → larva","CH",0.00179730929564116,"nurse",0.100730872788068,"nurse head","yes","307658:004b97"
"LOC105829467",NA,NA,6.11132833405879e-09,NA,NA,"worker larva","no","307658:004b97"
"LOC105829468",NA,NA,7.12352486788137e-05,NA,NA,"worker larva","no","307658:00381a"
"LOC105829468","nurse abdomen → larva","CG",0.0362099605791215,"nurse",0.0549991693949907,"nurse abdomen","yes","307658:00381a"
"LOC105829469",NA,NA,0.0240653656078324,NA,NA,"worker larva","no","307658:00381b"
"LOC105829470",NA,NA,0.016073815806363,NA,NA,"nurse head","no","307658:00381c"
"LOC105829470",NA,NA,3.21002339757817e-06,NA,NA,"worker larva","no","307658:00381c"
"LOC105829471",NA,NA,0.0162833210935298,NA,NA,"worker larva","no","307658:003d19"
"LOC105829472","larva → nurse abdomen","CG",8.347136106082e-22,"larv",0.145759938463384,"worker larva","yes","307658:003d1a"
"LOC105829472","larva → nurse head","CH",8.347136106082e-22,"larv",0.220063913421833,"worker larva","yes","307658:003d1a"
"LOC105829473",NA,NA,1.70053857794786e-06,NA,NA,"worker larva","no","307658:003d1b"
"LOC105829475",NA,NA,1.08586809443813e-14,NA,NA,"worker larva","no","307658:004314"
"LOC105829476",NA,NA,0.0115090400453482,NA,NA,"nurse abdomen","no","307658:004315"
"LOC105829477",NA,NA,1.47174097896718e-11,NA,NA,"worker larva","no","307658:004cc1"
"LOC105829479",NA,NA,0.0111699904666045,NA,NA,"worker larva","no","307658:0033c0"
"LOC105829480",NA,NA,5.87206591028584e-06,NA,NA,"worker larva","no","307658:004304"
"LOC105829481",NA,NA,0.0144094204012436,NA,NA,"worker larva","no","307658:0045e3"
"LOC105829483",NA,NA,5.26560332790482e-05,NA,NA,"worker larva","no","307658:00361a"
"LOC105829484","nurse abdomen → larva","CG",0.0414755247311135,"nurse",0.0886236776521514,"nurse abdomen","yes","307658:0025e2"
"LOC105829486","nurse abdomen → larva","CG",0.0199426101791091,"nurse",0.0832729995153397,"nurse abdomen","yes","307658:00361b"
"LOC105829486",NA,NA,1.95475111869592e-05,NA,NA,"worker larva","no","307658:00361b"
"LOC105829488","larva → nurse head","CH",1.26349732574576e-40,"larv",0.189999755223426,"worker larva","yes","307658:004eff"
"LOC105829488","larva → nurse abdomen","CG",1.26349732574576e-40,"larv",0.206862972689504,"worker larva","yes","307658:004eff"
"LOC105829489",NA,NA,3.53469182142029e-05,NA,NA,"worker larva","no","307658:0024ab"
"LOC105829490",NA,NA,3.02969338069477e-10,NA,NA,"worker larva","no","307658:00328c"
"LOC105829491",NA,NA,0.000342620216834736,NA,NA,"worker larva","no","307658:00328d"
"LOC105829492","larva → nurse abdomen","CG",7.03638230498242e-39,"larv",0.228805978822937,"worker larva","yes","307658:002270"
"LOC105829492","larva → nurse head","CH",7.03638230498242e-39,"larv",0.209274185240503,"worker larva","yes","307658:002270"
"LOC105829492",NA,NA,0.0471627989516631,NA,NA,"nurse abdomen","no","307658:002270"
"LOC105829493","nurse abdomen → larva","CG",5.79282376051727e-06,"nurse",0.2344217373602,"nurse abdomen","yes","307658:0034ac"
"LOC105829493","larva → nurse head","CH",3.49074798544344e-31,"larv",0.338143477244418,"worker larva","yes","307658:0034ac"
"LOC105829493","larva → nurse abdomen","CG",3.49074798544344e-31,"larv",0.171644146678354,"worker larva","yes","307658:0034ac"
"LOC105829493","nurse head → larva","CH",7.58636345155351e-05,"nurse",0.236771265466942,"nurse head","yes","307658:0034ac"
"LOC105829494",NA,NA,3.73653448481778e-16,NA,NA,"worker larva","no","307658:0033c3"
"LOC105829494",NA,NA,0.000507871362769595,NA,NA,"nurse head","no","307658:0033c3"
"LOC105829497",NA,NA,0.0179765908398534,NA,NA,"worker larva","no","307658:004c5e"
"LOC105829498","nurse head → larva","CH",0.00476096658870609,"nurse",0.0806518163597763,"nurse head","yes","307658:004c5f"
"LOC105829500",NA,NA,0.000212781710258671,NA,NA,"worker larva","no","307658:0035e8"
"LOC105829501",NA,NA,0.0128865887639233,NA,NA,"worker larva","no","307658:0035e9"
"LOC105829504",NA,NA,2.62991713097557e-10,NA,NA,"worker larva","no","307658:0022ec"
"LOC105829505","nurse head → larva","CH",0.00187978719425689,"nurse",0.129300216629391,"nurse head","yes","307658:003f86"
"LOC105829505","nurse abdomen → larva","CG",0.00165050409730338,"nurse",0.0806359169629271,"nurse abdomen","yes","307658:003f86"
"LOC105829505",NA,NA,1.11656190873151e-15,NA,NA,"worker larva","no","307658:003f86"
"LOC105829507",NA,NA,0.000445879123240944,NA,NA,"worker larva","no","307658:0046e4"
"LOC105829509",NA,NA,2.69980398313873e-08,NA,NA,"worker larva","no","307658:004ddf"
"LOC105829509","nurse abdomen → larva","CG",0.0404201966554385,"nurse",0.0853964234021759,"nurse abdomen","yes","307658:004ddf"
"LOC105829510",NA,NA,0.00432931013701855,NA,NA,"worker larva","no","307658:002214"
"LOC105829511","nurse head → larva","CH",0.0073925846629586,"nurse",0.340702367057915,"nurse head","yes","307658:003a10"
"LOC105829511",NA,NA,0.00061113076277152,NA,NA,"worker larva","no","307658:003a10"
"LOC105829514",NA,NA,0.0226109252799981,NA,NA,"nurse head","no","307658:003815"
"LOC105829514","nurse abdomen → larva","CG",0.00129252327760184,"nurse",0.138598733070436,"nurse abdomen","yes","307658:003815"
"LOC105829515","larva → nurse head","CH",8.4726481188403e-35,"larv",0.206052945680301,"worker larva","yes","307658:0040cd"
"LOC105829515","larva → nurse abdomen","CG",8.4726481188403e-35,"larv",0.184659595290935,"worker larva","yes","307658:0040cd"
"LOC105829516",NA,NA,0.000700863918855061,NA,NA,"worker larva","no","307658:0040ce"
"LOC105829516","nurse abdomen → larva","CG",0.00406649701892645,"nurse",0.118080487093094,"nurse abdomen","yes","307658:0040ce"
"LOC105829517",NA,NA,0.0190339923476922,NA,NA,"worker larva","no","307658:000257"
"LOC105829518",NA,NA,7.9386351002514e-05,NA,NA,"worker larva","no","307658:00250f"
"LOC105829520",NA,NA,0.00185650097137849,NA,NA,"worker larva","no","307658:003816"
"LOC105829521","nurse abdomen → larva","CG",0.0241394479651782,"nurse",0.109520108675651,"nurse abdomen","yes","307658:003fc5"
"LOC105829521",NA,NA,0.0202998831355285,NA,NA,"nurse head","no","307658:003fc5"
"LOC105829521",NA,NA,0.000560529006415497,NA,NA,"worker larva","no","307658:003fc5"
"LOC105829522",NA,NA,1.65774473513369e-08,NA,NA,"worker larva","no","307658:003fc6"
"LOC105829524","nurse abdomen → larva","CG",0.0106054792825879,"nurse",0.116961840011162,"nurse abdomen","yes","307658:00469f"
"LOC105829524",NA,NA,8.5274370640276e-12,NA,NA,"worker larva","no","307658:00469f"
"LOC105829528",NA,NA,0.0323488160340301,NA,NA,"nurse head","no","307658:0037dd"
"LOC105829529",NA,NA,3.63511188311658e-05,NA,NA,"worker larva","no","307658:001fdb"
"LOC105829529","nurse abdomen → larva","CG",0.0133502714036566,"nurse",0.0700450641472355,"nurse abdomen","yes","307658:001fdb"
"LOC105829530",NA,NA,2.57508842780636e-09,NA,NA,"worker larva","no","307658:001fdc"
"LOC105829531",NA,NA,4.03927451456857e-10,NA,NA,"worker larva","no","307658:001fdd"
"LOC105829532",NA,NA,2.12612048222587e-09,NA,NA,"worker larva","no","307658:001fde"
"LOC105829532","nurse head → larva","CH",0.00892521213703735,"nurse",0.11062487907718,"nurse head","yes","307658:001fde"
"LOC105829534","larva → nurse head","CH",3.36596712943342e-31,"larv",0.148087165842075,"worker larva","yes","307658:001fdf"
"LOC105829534","larva → nurse abdomen","CG",3.36596712943342e-31,"larv",0.25019900967947,"worker larva","yes","307658:001fdf"
"LOC105829535",NA,NA,2.515581159653e-08,NA,NA,"worker larva","no","307658:001fe0"
